,Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered,geometry
17638,,Luxembourg,49.8153,6.1296,3/29/20,1950,21,40,POINT (6.1296 49.8153)
17639,,Madagascar,-18.7669,46.8691,3/29/20,39,0,0,POINT (46.8691 -18.7669)
17640,,Malaysia,2.5,112.5,3/29/20,2470,35,388,POINT (112.5 2.5)
17641,,Maldives,3.2028,73.2207,3/29/20,17,0,13,POINT (73.22069999999999 3.2028)
17642,,Malta,35.9375,14.3754,3/29/20,151,0,2,POINT (14.3754 35.9375)
17643,,Mauritania,21.0079,10.9408,3/29/20,5,0,2,POINT (10.9408 21.0079)
17644,,Mauritius,-20.2,57.5,3/29/20,107,3,0,POINT (57.5 -20.2)
17645,,Mexico,23.6345,-102.5528,3/29/20,848,16,4,POINT (-102.5528 23.6345)
17646,,Moldova,47.4116,28.3699,3/29/20,263,2,2,POINT (28.3699 47.4116)
17647,,Monaco,43.7333,7.4167,3/29/20,46,1,1,POINT (7.4167 43.7333)
17648,,Mongolia,46.8625,103.8467,3/29/20,12,0,0,POINT (103.8467 46.8625)
17649,,Montenegro,42.5,19.3,3/29/20,85,1,0,POINT (19.3 42.5)
17650,,Morocco,31.7917,-7.0926,3/29/20,479,26,13,POINT (-7.0926 31.7917)
17651,,Namibia,-22.9576,18.4904,3/29/20,11,0,2,POINT (18.4904 -22.9576)
17652,,Nepal,28.1667,84.25,3/29/20,5,0,1,POINT (84.25 28.1667)
17653,Aruba,Netherlands,12.5186,-70.0358,3/29/20,50,0,1,POINT (-70.03579999999999 12.5186)
17654,Curacao,Netherlands,12.1696,-68.99,3/29/20,8,1,2,POINT (-68.98999999999999 12.1696)
17655,Sint Maarten,Netherlands,18.0425,-63.0548,3/29/20,6,0,0,POINT (-63.0548 18.0425)
17656,,Netherlands,52.1326,5.2913,3/29/20,10866,771,250,POINT (5.2913 52.1326)
17657,,New Zealand,-40.9006,174.886,3/29/20,514,1,56,POINT (174.886 -40.9006)
17658,,Nicaragua,12.8654,-85.2072,3/29/20,4,1,0,POINT (-85.2072 12.8654)
17659,,Niger,17.6078,8.0817,3/29/20,18,1,0,POINT (8.0817 17.6078)
17660,,Nigeria,9.082,8.6753,3/29/20,111,1,3,POINT (8.6753 9.082000000000001)
17661,,North Macedonia,41.6086,21.7453,3/29/20,259,6,3,POINT (21.7453 41.6086)
17662,,Norway,60.472,8.4689,3/29/20,4284,25,7,POINT (8.4689 60.472)
17663,,Oman,21.0,57.0,3/29/20,167,0,23,POINT (57 21)
17664,,Pakistan,30.3753,69.3451,3/29/20,1597,14,29,POINT (69.3451 30.3753)
17665,,Panama,8.538,-80.7821,3/29/20,901,17,4,POINT (-80.7821 8.538)
17666,,Papua New Guinea,-6.315,143.9555,3/29/20,1,0,0,POINT (143.9555 -6.315)
17667,,Paraguay,-23.4425,-58.4438,3/29/20,59,3,1,POINT (-58.4438 -23.4425)
17668,,Peru,-9.19,-75.0152,3/29/20,852,18,16,POINT (-75.01519999999999 -9.19)
17669,,Philippines,13.0,122.0,3/29/20,1418,71,42,POINT (122 13)
17670,,Poland,51.9194,19.1451,3/29/20,1862,22,7,POINT (19.1451 51.9194)
17671,,Portugal,39.3999,-8.2245,3/29/20,5962,119,43,POINT (-8.224500000000001 39.3999)
17672,,Qatar,25.3548,51.1839,3/29/20,634,1,48,POINT (51.1839 25.3548)
17673,,Romania,45.9432,24.9668,3/29/20,1815,43,206,POINT (24.9668 45.9432)
17674,,Russia,60.0,90.0,3/29/20,1534,8,64,POINT (90 60)
17675,,Rwanda,-1.9403,29.8739,3/29/20,70,0,0,POINT (29.8739 -1.9403)
17676,,Saint Lucia,13.9094,-60.9789,3/29/20,9,0,1,POINT (-60.9789 13.9094)
17677,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/29/20,1,0,1,POINT (-61.2872 12.9843)
17678,,San Marino,43.9424,12.4578,3/29/20,224,22,6,POINT (12.4578 43.9424)
17679,,Saudi Arabia,24.0,45.0,3/29/20,1299,8,66,POINT (45 24)
17680,,Senegal,14.4974,-14.4524,3/29/20,142,0,27,POINT (-14.4524 14.4974)
17681,,Serbia,44.0165,21.0059,3/29/20,741,13,0,POINT (21.0059 44.0165)
17682,,Seychelles,-4.6796,55.492,3/29/20,8,0,0,POINT (55.492 -4.6796)
17683,,Singapore,1.2833,103.8333,3/29/20,844,3,212,POINT (103.8333 1.2833)
17684,,Slovakia,48.669,19.699,3/29/20,314,0,2,POINT (19.699 48.669)
17685,,Slovenia,46.1512,14.9955,3/29/20,730,11,10,POINT (14.9955 46.1512)
17686,,Somalia,5.1521,46.1996,3/29/20,3,0,0,POINT (46.1996 5.1521)
17687,,South Africa,-30.5595,22.9375,3/29/20,1280,2,31,POINT (22.9375 -30.5595)
17688,,Spain,40.0,-4.0,3/29/20,80110,6803,14709,POINT (-4 40)
17689,,Sri Lanka,7.0,81.0,3/29/20,117,1,11,POINT (81 7)
17690,,Sudan,12.8628,30.2176,3/29/20,6,1,0,POINT (30.2176 12.8628)
17691,,Suriname,3.9193,-56.0278,3/29/20,8,0,0,POINT (-56.0278 3.9193)
17692,,Sweden,63.0,16.0,3/29/20,3700,110,16,POINT (16 63)
17693,,Switzerland,46.8182,8.2275,3/29/20,14829,300,1595,POINT (8.227499999999999 46.8182)
17694,,Taiwan*,23.7,121.0,3/29/20,298,2,30,POINT (121 23.7)
17695,,Tanzania,-6.369,34.8888,3/29/20,14,0,1,POINT (34.8888 -6.369)
17696,,Thailand,15.0,101.0,3/29/20,1388,7,97,POINT (101 15)
17697,,Togo,8.6195,0.8248,3/29/20,25,1,1,POINT (0.8248 8.6195)
17698,,Trinidad and Tobago,10.6918,-61.2225,3/29/20,78,3,1,POINT (-61.2225 10.6918)
17699,,Tunisia,34.0,9.0,3/29/20,312,8,2,POINT (9 34)
17700,,Turkey,38.9637,35.2433,3/29/20,9217,131,105,POINT (35.2433 38.9637)
17701,,Uganda,1.0,32.0,3/29/20,33,0,0,POINT (32 1)
17702,,Ukraine,48.3794,31.1656,3/29/20,475,10,6,POINT (31.1656 48.3794)
17703,,United Arab Emirates,24.0,54.0,3/29/20,570,3,58,POINT (54 24)
17704,Bermuda,United Kingdom,32.3078,-64.7505,3/29/20,22,0,2,POINT (-64.7505 32.3078)
17705,Cayman Islands,United Kingdom,19.3133,-81.2546,3/29/20,8,1,0,POINT (-81.2546 19.3133)
17706,Channel Islands,United Kingdom,49.3723,-2.3644,3/29/20,108,2,0,POINT (-2.3644 49.3723)
17707,Gibraltar,United Kingdom,36.1408,-5.3536,3/29/20,65,0,14,POINT (-5.3536 36.1408)
17708,Isle of Man,United Kingdom,54.2361,-4.5481,3/29/20,42,0,0,POINT (-4.5481 54.2361)
17709,Montserrat,United Kingdom,16.7425,-62.1874,3/29/20,5,0,0,POINT (-62.1874 16.7425)
17710,,United Kingdom,55.3781,-3.4360000000000004,3/29/20,19522,1228,135,POINT (-3.436 55.3781)
17711,,Uruguay,-32.5228,-55.7658,3/29/20,304,1,0,POINT (-55.7658 -32.5228)
17712,,US,37.0902,-95.7129,3/29/20,140886,2467,2665,POINT (-95.7129 37.0902)
17713,,Uzbekistan,41.3775,64.5853,3/29/20,144,2,7,POINT (64.5853 41.3775)
17714,,Venezuela,6.4238,-66.5897,3/29/20,119,2,39,POINT (-66.58969999999999 6.4238)
17715,,Vietnam,16.0,108.0,3/29/20,188,0,25,POINT (108 16)
17716,,Zambia,-15.4167,28.2833,3/29/20,29,0,0,POINT (28.2833 -15.4167)
17717,,Zimbabwe,-20.0,30.0,3/29/20,7,1,0,POINT (30 -20)
17718,Diamond Princess,Canada,0.0,0.0,3/29/20,0,1,0,POINT (0 0)
17719,,Dominica,15.415,-61.371,3/29/20,11,0,0,POINT (-61.371 15.415)
17720,,Grenada,12.1165,-61.679,3/29/20,9,0,0,POINT (-61.679 12.1165)
17721,,Mozambique,-18.665695,35.529562,3/29/20,8,0,0,POINT (35.529562 -18.665695)
17722,,Syria,34.802075,38.99681500000001,3/29/20,9,1,0,POINT (38.99681500000001 34.802075)
17723,,Timor-Leste,-8.874217,125.727539,3/29/20,1,0,0,POINT (125.727539 -8.874217)
17724,,Belize,13.1939,-59.5432,3/29/20,2,0,0,POINT (-59.5432 13.1939)
17725,,Laos,19.85627,102.495496,3/29/20,8,0,0,POINT (102.495496 19.85627)
17726,,Libya,26.3351,17.228331,3/29/20,8,0,0,POINT (17.228331 26.3351)
17727,,West Bank and Gaza,31.9522,35.2332,3/29/20,109,1,18,POINT (35.2332 31.9522)
17728,,Guinea-Bissau,11.8037,-15.1804,3/29/20,2,0,0,POINT (-15.1804 11.8037)
17729,,Mali,17.570692,-3.996166000000001,3/29/20,18,1,0,POINT (-3.996166000000001 17.570692)
17730,,Saint Kitts and Nevis,17.357822,-62.782998,3/29/20,2,0,0,POINT (-62.782998 17.357822)
17731,Northwest Territories,Canada,64.8255,-124.8457,3/29/20,1,0,0,POINT (-124.8457 64.82550000000001)
17732,Yukon,Canada,64.2823,-135.0,3/29/20,4,0,0,POINT (-135 64.28230000000001)
17733,,Kosovo,42.602636,20.902977,3/29/20,94,1,1,POINT (20.902977 42.602636)
17734,,Burma,21.9162,95.956,3/29/20,10,0,0,POINT (95.956 21.9162)
17735,Anguilla,United Kingdom,18.2206,-63.0686,3/29/20,2,0,0,POINT (-63.0686 18.2206)
17736,British Virgin Islands,United Kingdom,18.4207,-64.64,3/29/20,2,0,0,POINT (-64.64 18.4207)
17737,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/29/20,4,0,0,POINT (-71.7979 21.69400000000001)
17738,,MS Zaandam,0.0,0.0,3/29/20,2,0,0,POINT (0 0)
17739,,Botswana,-22.3285,24.6849,3/29/20,0,0,0,POINT (24.6849 -22.3285)
17740,,Burundi,-3.3731,29.9189,3/29/20,0,0,0,POINT (29.9189 -3.3731)
17741,,Sierra Leone,8.460555000000001,-11.779889,3/29/20,0,0,0,POINT (-11.779889 8.460555000000001)
17742,,Malawi,-13.254307999999998,34.301525,3/29/20,0,0,0,POINT (34.301525 -13.254308)
17743,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,3/29/20,0,0,0,POINT (-59.5236 -51.7963)
17744,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/29/20,0,0,0,POINT (-56.3159 46.8852)
17745,,South Sudan,6.8770000000000024,31.307,3/29/20,0,0,0,POINT (31.307 6.877000000000002)
17746,,Western Sahara,24.2155,-12.8858,3/29/20,0,0,0,POINT (-12.8858 24.2155)
17747,,Sao Tome and Principe,0.18636,6.613081,3/29/20,0,0,0,POINT (6.613081 0.18636)
17748,,Afghanistan,33.0,65.0,3/30/20,170,4,2,POINT (65 33)
17749,,Albania,41.1533,20.1683,3/30/20,223,11,44,POINT (20.1683 41.1533)
17750,,Algeria,28.0339,1.6596,3/30/20,584,35,37,POINT (1.6596 28.0339)
17751,,Andorra,42.5063,1.5218,3/30/20,370,8,10,POINT (1.5218 42.5063)
17752,,Angola,-11.2027,17.8739,3/30/20,7,2,0,POINT (17.8739 -11.2027)
17753,,Antigua and Barbuda,17.0608,-61.7964,3/30/20,7,0,0,POINT (-61.7964 17.0608)
17754,,Argentina,-38.4161,-63.6167,3/30/20,820,23,228,POINT (-63.6167 -38.4161)
17755,,Armenia,40.0691,45.0382,3/30/20,482,3,30,POINT (45.0382 40.0691)
17756,Australian Capital Territory,Australia,-35.4735,149.0124,3/30/20,78,1,2,POINT (149.0124 -35.4735)
17757,New South Wales,Australia,-33.8688,151.2093,3/30/20,2032,8,4,POINT (151.2093 -33.8688)
17758,Northern Territory,Australia,-12.4634,130.8456,3/30/20,15,0,0,POINT (130.8456 -12.4634)
17759,Queensland,Australia,-28.0167,153.4,3/30/20,689,2,8,POINT (153.4 -28.0167)
17760,South Australia,Australia,-34.9285,138.6007,3/30/20,305,0,6,POINT (138.6007 -34.9285)
17761,Tasmania,Australia,-41.4545,145.9707,3/30/20,66,0,5,POINT (145.9707 -41.4545)
17762,Victoria,Australia,-37.8136,144.9631,3/30/20,821,4,191,POINT (144.9631 -37.8136)
17763,Western Australia,Australia,-31.9505,115.8605,3/30/20,355,2,41,POINT (115.8605 -31.9505)
17764,,Austria,47.5162,14.5501,3/30/20,9618,108,636,POINT (14.5501 47.5162)
17765,,Azerbaijan,40.1431,47.5769,3/30/20,273,4,26,POINT (47.5769 40.1431)
17766,,Bahamas,25.0343,-77.3963,3/30/20,14,0,1,POINT (-77.3963 25.0343)
17767,,Bahrain,26.0275,50.55,3/30/20,515,4,279,POINT (50.55 26.0275)
17768,,Bangladesh,23.685,90.3563,3/30/20,49,5,19,POINT (90.3563 23.685)
17769,,Barbados,13.1939,-59.5432,3/30/20,33,0,0,POINT (-59.5432 13.1939)
17770,,Belarus,53.7098,27.9534,3/30/20,152,0,32,POINT (27.9534 53.7098)
17771,,Belgium,50.8333,4.0,3/30/20,11899,513,1527,POINT (4 50.8333)
17772,,Benin,9.3077,2.3158,3/30/20,6,0,0,POINT (2.3158 9.307700000000001)
17773,,Bhutan,27.5142,90.4336,3/30/20,4,0,0,POINT (90.4336 27.5142)
17774,,Bolivia,-16.2902,-63.5887,3/30/20,97,4,0,POINT (-63.5887 -16.2902)
17775,,Bosnia and Herzegovina,43.9159,17.6791,3/30/20,368,10,17,POINT (17.6791 43.9159)
17776,,Brazil,-14.235,-51.9253,3/30/20,4579,159,120,POINT (-51.9253 -14.235)
17777,,Brunei,4.5353,114.7277,3/30/20,127,1,38,POINT (114.7277 4.5353)
17778,,Bulgaria,42.7339,25.4858,3/30/20,359,8,17,POINT (25.4858 42.7339)
17779,,Burkina Faso,12.2383,-1.5616,3/30/20,246,12,31,POINT (-1.5616 12.2383)
17780,,Cabo Verde,16.5388,-23.0418,3/30/20,6,1,0,POINT (-23.0418 16.5388)
17781,,Cambodia,11.55,104.9167,3/30/20,107,0,21,POINT (104.9167 11.55)
17782,,Cameroon,3.848,11.5021,3/30/20,139,6,5,POINT (11.5021 3.848)
17783,Alberta,Canada,53.9333,-116.5765,3/30/20,661,3,0,POINT (-116.5765 53.9333)
17784,British Columbia,Canada,49.2827,-123.1207,3/30/20,970,19,0,POINT (-123.1207 49.2827)
17785,Grand Princess,Canada,37.6489,-122.6655,3/30/20,13,0,0,POINT (-122.6655 37.6489)
17786,Manitoba,Canada,53.7609,-98.8139,3/30/20,96,1,0,POINT (-98.8139 53.7609)
17787,New Brunswick,Canada,46.5653,-66.4619,3/30/20,68,0,0,POINT (-66.4619 46.5653)
17788,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/30/20,148,1,0,POINT (-57.6604 53.1355)
17789,Nova Scotia,Canada,44.682,-63.7443,3/30/20,127,0,0,POINT (-63.7443 44.682)
17790,Ontario,Canada,51.2538,-85.3232,3/30/20,1706,31,0,POINT (-85.3232 51.2538)
17791,Prince Edward Island,Canada,46.5107,-63.4168,3/30/20,18,0,0,POINT (-63.4168 46.5107)
17792,Quebec,Canada,52.9399,-73.5491,3/30/20,3430,22,0,POINT (-73.5491 52.9399)
17793,Saskatchewan,Canada,52.9399,-106.4509,3/30/20,156,2,0,POINT (-106.4509 52.9399)
17794,,Central African Republic,6.6111,20.9394,3/30/20,3,0,0,POINT (20.9394 6.6111)
17795,,Chad,15.4542,18.7322,3/30/20,5,0,0,POINT (18.7322 15.4542)
17796,,Chile,-35.6751,-71.543,3/30/20,2449,8,156,POINT (-71.54300000000001 -35.6751)
17797,Anhui,China,31.8257,117.2264,3/30/20,990,6,984,POINT (117.2264 31.8257)
17798,Beijing,China,40.1824,116.4142,3/30/20,577,8,415,POINT (116.4142 40.1824)
17799,Chongqing,China,30.0572,107.874,3/30/20,579,6,570,POINT (107.874 30.0572)
17800,Fujian,China,26.0789,117.9874,3/30/20,340,1,295,POINT (117.9874 26.0789)
17801,Gansu,China,37.8099,101.0583,3/30/20,138,2,125,POINT (101.0583 37.8099)
17802,Guangdong,China,23.3417,113.4244,3/30/20,1484,8,1351,POINT (113.4244 23.3417)
17803,Guangxi,China,23.8298,108.7881,3/30/20,254,2,250,POINT (108.7881 23.8298)
17804,Guizhou,China,26.8154,106.8748,3/30/20,146,2,144,POINT (106.8748 26.8154)
17805,Hainan,China,19.1959,109.7453,3/30/20,168,6,168,POINT (109.7453 19.1959)
17806,Hebei,China,39.549,116.1306,3/30/20,321,6,310,POINT (116.1306 39.549)
17807,Heilongjiang,China,47.862,127.7615,3/30/20,484,13,469,POINT (127.7615 47.862)
17808,Henan,China,33.882,113.614,3/30/20,1276,22,1251,POINT (113.614 33.882)
17809,Hong Kong,China,22.3,114.2,3/30/20,682,4,123,POINT (114.2 22.3)
17810,Hubei,China,30.9756,112.2707,3/30/20,67801,3186,62889,POINT (112.2707 30.9756)
17811,Hunan,China,27.6104,111.7088,3/30/20,1018,4,1014,POINT (111.7088 27.6104)
17812,Inner Mongolia,China,44.0935,113.9448,3/30/20,97,1,74,POINT (113.9448 44.0935)
17813,Jiangsu,China,32.9711,119.455,3/30/20,645,0,631,POINT (119.455 32.9711)
17814,Jiangxi,China,27.614,115.7221,3/30/20,937,1,935,POINT (115.7221 27.614)
17815,Jilin,China,43.6661,126.1923,3/30/20,98,1,92,POINT (126.1923 43.6661)
17816,Liaoning,China,41.2956,122.6085,3/30/20,136,2,124,POINT (122.6085 41.2956)
17817,Macau,China,22.1667,113.55,3/30/20,38,0,10,POINT (113.55 22.1667)
17818,Ningxia,China,37.2692,106.1655,3/30/20,75,0,75,POINT (106.1655 37.2692)
17819,Qinghai,China,35.7452,95.9956,3/30/20,18,0,18,POINT (95.9956 35.7452)
17820,Shaanxi,China,35.1917,108.8701,3/30/20,253,3,242,POINT (108.8701 35.1917)
17821,Shandong,China,36.3427,118.1498,3/30/20,773,7,753,POINT (118.1498 36.3427)
17822,Shanghai,China,31.202,121.4491,3/30/20,498,5,338,POINT (121.4491 31.202)
17823,Shanxi,China,37.5777,112.2922,3/30/20,136,0,133,POINT (112.2922 37.5777)
17824,Sichuan,China,30.6171,102.7103,3/30/20,550,3,536,POINT (102.7103 30.6171)
17825,Tianjin,China,39.3054,117.323,3/30/20,174,3,133,POINT (117.323 39.3054)
17826,Tibet,China,31.6927,88.0924,3/30/20,1,0,1,POINT (88.0924 31.6927)
17827,Xinjiang,China,41.1129,85.2401,3/30/20,76,3,73,POINT (85.2401 41.1129)
17828,Yunnan,China,24.974,101.487,3/30/20,180,2,172,POINT (101.487 24.974)
17829,Zhejiang,China,29.1832,120.0934,3/30/20,1255,1,1225,POINT (120.0934 29.1832)
17830,,Colombia,4.5709,-74.2973,3/30/20,798,12,15,POINT (-74.29730000000001 4.5709)
17831,,Congo (Brazzaville),-4.0383,21.7587,3/30/20,19,0,0,POINT (21.7587 -4.0383)
17832,,Congo (Kinshasa),-4.0383,21.7587,3/30/20,81,8,2,POINT (21.7587 -4.0383)
17833,,Costa Rica,9.7489,-83.7534,3/30/20,330,2,4,POINT (-83.7534 9.748900000000001)
17834,,Cote d'Ivoire,7.54,-5.5471,3/30/20,168,1,6,POINT (-5.5471 7.54)
17835,,Croatia,45.1,15.2,3/30/20,790,6,67,POINT (15.2 45.1)
17836,,Diamond Princess,0.0,0.0,3/30/20,712,10,603,POINT (0 0)
17837,,Cuba,22.0,-80.0,3/30/20,170,4,4,POINT (-80 22)
17838,,Cyprus,35.1264,33.4299,3/30/20,230,7,22,POINT (33.4299 35.1264)
17839,,Czechia,49.8175,15.473,3/30/20,3001,23,25,POINT (15.473 49.8175)
17840,Faroe Islands,Denmark,61.8926,-6.9118,3/30/20,168,0,70,POINT (-6.9118 61.8926)
17841,Greenland,Denmark,71.7069,-42.6043,3/30/20,10,0,2,POINT (-42.6043 71.7069)
17842,,Denmark,56.2639,9.5018,3/30/20,2577,77,1,POINT (9.501799999999999 56.2639)
17843,,Djibouti,11.8251,42.5903,3/30/20,18,0,0,POINT (42.5903 11.8251)
17844,,Dominican Republic,18.7357,-70.1627,3/30/20,901,42,4,POINT (-70.1627 18.7357)
17845,,Ecuador,-1.8312,-78.1834,3/30/20,1962,60,3,POINT (-78.18340000000001 -1.8312)
17846,,Egypt,26.0,30.0,3/30/20,656,41,150,POINT (30 26)
17847,,El Salvador,13.7942,-88.8965,3/30/20,30,0,0,POINT (-88.8965 13.7942)
17848,,Equatorial Guinea,1.5,10.0,3/30/20,12,0,0,POINT (10 1.5)
17849,,Eritrea,15.1794,39.7823,3/30/20,12,0,0,POINT (39.7823 15.1794)
17850,,Estonia,58.5953,25.0136,3/30/20,715,3,20,POINT (25.0136 58.5953)
17851,,Eswatini,-26.5225,31.4659,3/30/20,9,0,0,POINT (31.4659 -26.5225)
17852,,Ethiopia,9.145,40.4897,3/30/20,23,0,4,POINT (40.4897 9.145)
17853,,Fiji,-17.7134,178.065,3/30/20,5,0,0,POINT (178.065 -17.7134)
17854,,Finland,64.0,26.0,3/30/20,1352,13,10,POINT (26 64)
17855,French Guiana,France,3.9339,-53.1258,3/30/20,43,0,6,POINT (-53.1258 3.9339)
17856,French Polynesia,France,-17.6797,149.4068,3/30/20,36,0,0,POINT (149.4068 -17.6797)
17857,Guadeloupe,France,16.25,-61.5833,3/30/20,106,4,17,POINT (-61.5833 16.25)
17858,Mayotte,France,-12.8275,45.1662,3/30/20,82,0,10,POINT (45.1662 -12.8275)
17859,New Caledonia,France,-20.9043,165.618,3/30/20,15,0,0,POINT (165.618 -20.9043)
17860,Reunion,France,-21.1351,55.2471,3/30/20,224,0,1,POINT (55.2471 -21.1351)
17861,Saint Barthelemy,France,17.9,-62.8333,3/30/20,6,0,1,POINT (-62.8333 17.9)
17862,St Martin,France,18.0708,-63.0501,3/30/20,15,1,2,POINT (-63.0501 18.0708)
17863,Martinique,France,14.6415,-61.0242,3/30/20,93,1,0,POINT (-61.0242 14.6415)
17864,,France,46.2276,2.2137,3/30/20,44550,3024,7927,POINT (2.2137 46.2276)
17865,,Gabon,-0.8037,11.6094,3/30/20,7,1,0,POINT (11.6094 -0.8037)
17866,,Gambia,13.4432,-15.3101,3/30/20,4,1,0,POINT (-15.3101 13.4432)
17867,,Georgia,42.3154,43.3569,3/30/20,103,0,20,POINT (43.3569 42.3154)
17868,,Germany,51.0,9.0,3/30/20,66885,645,13500,POINT (9 51)
17869,,Ghana,7.9465,-1.0232,3/30/20,152,5,2,POINT (-1.0232 7.9465)
17870,,Greece,39.0742,21.8243,3/30/20,1212,43,52,POINT (21.8243 39.0742)
17871,,Guatemala,15.7835,-90.2308,3/30/20,36,1,10,POINT (-90.2308 15.7835)
17872,,Guinea,9.9456,-9.6966,3/30/20,22,0,0,POINT (-9.6966 9.945600000000001)
17873,,Guyana,5.0,-58.75,3/30/20,8,1,0,POINT (-58.75 5)
17874,,Haiti,18.9712,-72.2852,3/30/20,15,0,1,POINT (-72.2852 18.9712)
17875,,Holy See,41.9029,12.4534,3/30/20,6,0,0,POINT (12.4534 41.9029)
17876,,Honduras,15.2,-86.2419,3/30/20,139,7,3,POINT (-86.2419 15.2)
17877,,Hungary,47.1625,19.5033,3/30/20,447,15,34,POINT (19.5033 47.1625)
17878,,Iceland,64.9631,-19.0208,3/30/20,1086,2,157,POINT (-19.0208 64.9631)
17879,,India,21.0,78.0,3/30/20,1251,32,102,POINT (78 21)
17880,,Indonesia,-0.7893,113.9213,3/30/20,1414,122,75,POINT (113.9213 -0.7893)
17881,,Iran,32.0,53.0,3/30/20,41495,2757,13911,POINT (53 32)
17882,,Iraq,33.0,44.0,3/30/20,630,46,152,POINT (44 33)
17883,,Ireland,53.1424,-7.6921,3/30/20,2910,54,5,POINT (-7.6921 53.1424)
17884,,Israel,31.0,35.0,3/30/20,4695,16,161,POINT (35 31)
17885,,Italy,43.0,12.0,3/30/20,101739,11591,14620,POINT (12 43)
17886,,Jamaica,18.1096,-77.2975,3/30/20,36,1,2,POINT (-77.2975 18.1096)
17887,,Japan,36.0,138.0,3/30/20,1866,54,424,POINT (138 36)
17888,,Jordan,31.24,36.51,3/30/20,268,5,26,POINT (36.51 31.24)
17889,,Kazakhstan,48.0196,66.9237,3/30/20,302,1,21,POINT (66.9237 48.0196)
17890,,Kenya,-0.0236,37.9062,3/30/20,50,1,1,POINT (37.9062 -0.0236)
17891,,South Korea,36.0,128.0,3/30/20,9661,158,5228,POINT (128 36)
17892,,Kuwait,29.5,47.75,3/30/20,266,0,72,POINT (47.75 29.5)
17893,,Kyrgyzstan,41.2044,74.7661,3/30/20,94,0,3,POINT (74.76609999999999 41.2044)
17894,,Latvia,56.8796,24.6032,3/30/20,376,0,1,POINT (24.6032 56.8796)
17895,,Lebanon,33.8547,35.8623,3/30/20,446,11,35,POINT (35.8623 33.8547)
17896,,Liberia,6.4281,-9.4295,3/30/20,3,0,0,POINT (-9.429500000000001 6.4281)
17897,,Liechtenstein,47.14,9.55,3/30/20,62,0,0,POINT (9.550000000000001 47.14)
17898,,Lithuania,55.1694,23.8813,3/30/20,491,7,7,POINT (23.8813 55.1694)
17899,,Luxembourg,49.8153,6.1296,3/30/20,1988,22,40,POINT (6.1296 49.8153)
17900,,Madagascar,-18.7669,46.8691,3/30/20,43,0,0,POINT (46.8691 -18.7669)
17901,,Malaysia,2.5,112.5,3/30/20,2626,37,479,POINT (112.5 2.5)
17902,,Maldives,3.2028,73.2207,3/30/20,17,0,13,POINT (73.22069999999999 3.2028)
17903,,Malta,35.9375,14.3754,3/30/20,156,0,2,POINT (14.3754 35.9375)
17904,,Mauritania,21.0079,10.9408,3/30/20,5,1,2,POINT (10.9408 21.0079)
17905,,Mauritius,-20.2,57.5,3/30/20,128,3,0,POINT (57.5 -20.2)
17906,,Mexico,23.6345,-102.5528,3/30/20,993,20,35,POINT (-102.5528 23.6345)
17907,,Moldova,47.4116,28.3699,3/30/20,298,2,15,POINT (28.3699 47.4116)
17908,,Monaco,43.7333,7.4167,3/30/20,49,1,1,POINT (7.4167 43.7333)
17909,,Mongolia,46.8625,103.8467,3/30/20,12,0,2,POINT (103.8467 46.8625)
17910,,Montenegro,42.5,19.3,3/30/20,91,1,0,POINT (19.3 42.5)
17911,,Morocco,31.7917,-7.0926,3/30/20,556,33,15,POINT (-7.0926 31.7917)
17912,,Namibia,-22.9576,18.4904,3/30/20,11,0,2,POINT (18.4904 -22.9576)
17913,,Nepal,28.1667,84.25,3/30/20,5,0,1,POINT (84.25 28.1667)
17914,Aruba,Netherlands,12.5186,-70.0358,3/30/20,50,0,1,POINT (-70.03579999999999 12.5186)
17915,Curacao,Netherlands,12.1696,-68.99,3/30/20,11,1,2,POINT (-68.98999999999999 12.1696)
17916,Sint Maarten,Netherlands,18.0425,-63.0548,3/30/20,6,0,0,POINT (-63.0548 18.0425)
17917,,Netherlands,52.1326,5.2913,3/30/20,11750,864,250,POINT (5.2913 52.1326)
17918,,New Zealand,-40.9006,174.886,3/30/20,589,1,63,POINT (174.886 -40.9006)
17919,,Nicaragua,12.8654,-85.2072,3/30/20,4,1,0,POINT (-85.2072 12.8654)
17920,,Niger,17.6078,8.0817,3/30/20,27,3,0,POINT (8.0817 17.6078)
17921,,Nigeria,9.082,8.6753,3/30/20,131,2,8,POINT (8.6753 9.082000000000001)
17922,,North Macedonia,41.6086,21.7453,3/30/20,285,7,12,POINT (21.7453 41.6086)
17923,,Norway,60.472,8.4689,3/30/20,4445,32,12,POINT (8.4689 60.472)
17924,,Oman,21.0,57.0,3/30/20,179,0,29,POINT (57 21)
17925,,Pakistan,30.3753,69.3451,3/30/20,1717,21,76,POINT (69.3451 30.3753)
17926,,Panama,8.538,-80.7821,3/30/20,989,24,4,POINT (-80.7821 8.538)
17927,,Papua New Guinea,-6.315,143.9555,3/30/20,1,0,0,POINT (143.9555 -6.315)
